hard,"[('Kava Lend', 0.2776331310470377), ('NEM', 0.06811188186011315), ('Bitcoin', 0.06424187419871318), ('Bitcoin Gold', 0.060086475811685226), ('DFI.Money', 0.057081400120192104), ('Cardano', 0.05497931101409248), ('Mango', 0.045265823742325115), ('MonaCoin', 0.04247973442937814), ('Ethereum Classic', 0.03955969388402125), ('Ethereum', 0.03558903184963375), ('Bitcoin Cash', 0.035001019342041036), ('Hive', 0.03453312453427039), ('Bella Protocol', 0.031545189886445064), ('Storj', 0.03090297691334022), ('Terra', 0.02671407110321864), ('S.S. Lazio Fan Token', 0.026024983448896075), ('Filecoin', 0.024120339305219445)]"
nakamoto,"[('Bitcoin', 0.061518139055041984), ('Bitcoin SV', 0.03448646612551209)]"
transaction,"[('Locus Chain', 0.09564614645037346), ('Fantom', 0.07745253257410793), ('Biconomy', 0.07573572645447486), ('Mina', 0.07074731201646679), ('Efinity Token', 0.06848544508693144), ('Biswap', 0.06446747592421119), ('Mdex', 0.06331769208324418), ('Bitcoin SV', 0.06143691943780353), ('Bitcoin', 0.060885155793723826), ('Ethereum', 0.06071302863329409), ('VITE', 0.05980388982140243), ('Stellar', 0.059640665291605006), ('Litecoin', 0.05854823949024274), ('TomoChain', 0.05825977419730856), ('MultiversX (Elrond)', 0.05569281915415055), ('NEAR Protocol', 0.053201742098544114), ('Bitgert', 0.04905731286778448), ('Baby Doge Coin', 0.048656472126652583), ('Algorand', 0.04420160411982612), ('RichQUACK.com', 0.04238178805790293), ('PIVX', 0.04155575096882644), ('LooksRare', 0.04136771119618956), ('Hedera', 0.040855393351516854), ('Toncoin', 0.04033889317174383), ('Ark', 0.040276669877389766), ('Centrifuge', 0.037255515711718284), ('ONUS', 0.03713630748572203), ('Bitcicoin', 0.03654263495624016), ('Dero', 0.03625143490472684), ('Request', 0.03613091690579376), ('Monero', 0.03407761042541571), ('Spell Token', 0.033011721041406136), ('1inch Network', 0.03259531118970557), ('Solana', 0.032480284621027464), ('Stratis', 0.0320934231942306), ('NvirWorld', 0.03194699540260233), ('Nano', 0.030558587356311784), ('Aptos', 0.029960597855725354), ('Splintershards', 0.027477403263850033), ('VeChain', 0.02641404690337568), ('Theta Network', 0.02423052249230633), ('Bitcoin Cash', 0.019903303340630087)]"
bitcoin mining,"[('Bitcoin', 0.058958994177361716), ('Bitcoin Standard Hashrate Token', 0.04897383213168172)]"
consumption,"[('Fruits', 0.06500271492101338), ('Bitcoin', 0.05842780802413916)]"
cold wallets,"[('Bitcoin', 0.05538154449709098), ('OKB', 0.03772172521026687)]"
currency,"[('MaidSafeCoin', 0.06814718827925047), ('Dogecoin', 0.06438175679247776), ('Bitcoin', 0.05397462421509096), ('Stellar', 0.04956692319571455), ('Polkadot', 0.043939890672437046), ('Guild of Guardians', 0.0401700751766371), ('SwissBorg', 0.038884133420040656), ('Cardano', 0.0369539362119008), ('Holo', 0.03655408175567882), ('Solana', 0.03599217112046607), ('Flow', 0.034690291738323976), ('BNB', 0.03156483048401039), ('CENNZnet', 0.031121455737631257), ('HUSD', 0.028833050783027843), ('Chiliz', 0.02734419287564792), ('STEPN', 0.026575390473041624), ('Shiba Inu', 0.024971360455706557), ('Stacks', 0.02469397798166601), ('Smooth Love Potion', 0.024416503841323545), ('Huobi Token', 0.023558242143745117), ('Boson Protocol', 0.022849053154806825), ('Star Atlas', 0.02210423709830482), ('BORA', 0.020991003438965126), ('Filecoin', 0.020265384006585938), ('JasmyCoin', 0.018283689598023702)]"
hard fork,"[('DFI.Money', 0.06353999564504487), ('Cardano', 0.06120006122917867), ('Bitcoin', 0.053632992510091806), ('MonaCoin', 0.047286193663118335), ('Ethereum Classic', 0.04403575896556966), ('Bitcoin Gold', 0.03344254348493129), ('Bitcoin Cash', 0.029220962676317245), ('Polygon', 0.024425770813865377)]"
btc,"[('Huobi BTC', 0.1347521346346769), ('Wrapped Bitcoin', 0.09674870456426639), ('renBTC', 0.07125063859716885), ('Badger DAO', 0.06111649742384336), ('Bitcoin', 0.05184301726502786), ('Keep Network', 0.04532000014292395), ('eCash', 0.04353770297011301), ('TerraKRW', 0.04188013933157583), ('GMT Token', 0.04136572485739078), ('Stacks', 0.03953124100639223), ('DeFiChain', 0.0382352811594006), ('Bitcoin SV', 0.036328359533824926), ('yearn.finance', 0.03473721717684257), ('ABBC Coin', 0.03221910114177511), ('Tranchess', 0.032158763077497134), ('Bitcoin Cash', 0.02824572714722191), ('Klever', 0.02808994940535476), ('Ravencoin', 0.026873276159040258), ('DIA', 0.025123592285289736), ('Bitcoin BEP2', 0.02454121195703075), ('Venus', 0.02389817983933528), ('Nexo', 0.02326664116642221), ('Qtum', 0.023017482173545958), ('Stratis', 0.02277265384671224), ('Reef', 0.022322897228135838)]"
crypto,"[('Bloktopia', 0.10519233194708527), ('Voyager Token', 0.09670964935443295), ('Ravencoin', 0.08953093394394085), ('Alchemy Pay', 0.08189978322696649), ('Nexo', 0.07751507858737818), ('FTX Token', 0.0749502521462349), ('Bitcicoin', 0.07126953244838248), ('StormX', 0.06995165257306006), ('TROY', 0.06985867065288122), ('Electroneum', 0.06918015007220221), ('Utrust', 0.06790043944417616), ('Chrono.tech', 0.06445483804088323), ('Divi', 0.06293418399588264), ('Ankr', 0.061301153294246416), ('OKB', 0.05882192829243881), ('DIA', 0.058591184327946744), ('Shentu', 0.05747748681495019), ('Lisk', 0.0568857929718765), ('inSure DeFi', 0.055861608888665995), ('Proton', 0.054672959985814444), ('Aave', 0.05402138267826729), ('BNB', 0.05387103645020455), ('Huobi Token', 0.05277084681180565), ('BitDAO', 0.052582044732482375), ('TrustSwap', 0.05205641423704169), ('Tether', 0.05194088202044074), ('Bitcoin', 0.051816016700833405), ('Constellation', 0.050979548670543155), ('Fei USD', 0.05037045368118271), ('Bitcoin BEP2', 0.049056861105266324), ('Bitgert', 0.04870831969911273), ('JUST', 0.047539283152325904), ('Rakon', 0.046559691689142826), ('DeFiChain', 0.04585844123203923), ('IOTA', 0.045466401390736), ('Mdex', 0.04490517909870415), ('Anchor Protocol', 0.0443313635878849), ('Sweat Economy', 0.043942735257407044), ('Loopring', 0.04326603793864285), ('Ark', 0.04284658082528697), ('Dogelon Mars', 0.04260735695884209), ('STEPN', 0.04252093450108372), ('Bone ShibaSwap', 0.04222137936009725), ('Verge', 0.040854093615273035), ('BarnBridge', 0.04073770301612587), ('Orion Protocol', 0.04073224863141037), ('Beta Finance', 0.04044094703344199), ('Status', 0.039819184789693964), ('MovieBloc', 0.03892427653152234), ('IoTeX', 0.03883873217717421), ('Qtum', 0.03834249058134148), ('Ethereum', 0.03827372497431596), ('MonaCoin', 0.03807019532032058), ('HUSD', 0.03690657384862056), ('Choise.com', 0.03637234169721903), ('Ethereum Name Service', 0.03633754055101522), ('Ambire AdEx', 0.03629503565464385), ('Pax Dollar', 0.03605169501764708), ('Pundi X (New)', 0.0353131677531981), ('Centrifuge', 0.03522902894712455), ('DODO', 0.03494829178549666), ('LCX', 0.03487908077028032), ('yearn.finance', 0.034719125551165665), ('Vai', 0.03444867660341622), ('Kadena', 0.034331747515066895), ('Beefy Finance', 0.034001733043035026), ('Audius', 0.03392737623831161), ('Internet Computer', 0.033625858554296194), ('Persistence', 0.033342804254119535), ('Quant', 0.03295411382736285), ('Alien Worlds', 0.03276040129029715), ('Zilliqa', 0.032508154381744314), ('Saitama', 0.03231366294664174), ('Monero', 0.0322239835146932), ('Origin Protocol', 0.031751093616099776), ('Stellar', 0.03172306193225241), ('USD Coin', 0.03156440721067541), ('Wing Finance', 0.03151785843076296), ('Veritaseum', 0.03138593810200381), ('Holo', 0.03119304365758372), ('DFI.Money', 0.030693695442175983), ('UNUS SED LEO', 0.030561764267096607), ('Badger DAO', 0.030542333551123877), ('Stratis', 0.030347724709290362), ('RAMP', 0.030233697492579547), ('Cosmos', 0.030008463651168285), ('ConstitutionDAO', 0.029681444603487345), ('Cardano', 0.029563364324174658), ('TerraClassicUSD', 0.02938423357650736), ('JasmyCoin', 0.02925411645877245), ('dYdX', 0.029239985488105674), ('Shiba Inu', 0.02876721680008254), ('Baby Doge Coin', 0.028756149127665383), ('Voxies', 0.02867795698208573), ('Cream Finance', 0.028654265602230618), ('API3', 0.028595581319496473), ('Convex Finance', 0.028533305597137727), ('Klever', 0.028075319769153978), ('Toko Token', 0.02795547362649671), ('Steem', 0.027928519268748318), ('Kunci Coin', 0.02751579092354128), ('Biswap', 0.027432366441393286), ('Dai', 0.027268317179641528), ('Neo', 0.026982938853896337), ('Unibright', 0.026958559568814173), ('Polkastarter', 0.02670130995584008), ('CEEK VR', 0.026634475212300012), ('Chainlink', 0.02655853841497468), ('Zcash', 0.026517997420257143), ('Chiliz', 0.026250616383527048), ('XRP', 0.02624117223433311), ('Yield Guild Games', 0.026192113284042036), ('eCash', 0.0261090167574461), ('Compound', 0.02600972079968234), ('Keep3rV1', 0.02599832676996604), ('Student Coin', 0.025881366933608468), ('ABBC Coin', 0.025761856788752056), ('Dero', 0.025709673290706697), ('Guild of Guardians', 0.025709035390800064), ('Elitium', 0.025233067284455245), ('MyNeighborAlice', 0.02521627692432321), ('SwissBorg', 0.024886026671362232), ('Merit Circle', 0.024846226661865697), ('Dogecoin', 0.024722774701636897), ('Sologenic', 0.02453512091772456), ('SingularityNET', 0.024256140745570202), ('BitShares', 0.024001096449212746), ('Algorand', 0.023510975575846266), ('Spell Token', 0.023412054308168492), ('Perpetual Protocol', 0.02313619796641053), ('Solana', 0.023035157316956236), ('RichQUACK.com', 0.022543009552069813), ('League of Kingdoms Arena', 0.021673984616995573), ('Toncoin', 0.02145638718329102), ('Aptos', 0.021248184643982457), ('Star Atlas', 0.021220222193315624), ('Dash', 0.021151228853499793), ('Ocean Protocol', 0.021061925481719035), ('UFO Gaming', 0.0208371360136317), ('Presearch', 0.020705434296956572), ('Telcoin', 0.020411281406525043), ('Santos FC Fan Token', 0.015653344730689727)]"
payment,"[('COTI', 0.1663262355048857), ('Request', 0.10110910317156604), ('Alchemy Pay', 0.07914214872661683), ('Render Token', 0.056910754956951526), ('Stellar', 0.053646109629614365), ('Safe', 0.052764816497248436), ('MonaCoin', 0.05150367580875544), ('Bitcoin', 0.05111448055538285), ('Toncoin', 0.048379176072745306), ('Groestlcoin', 0.047890310693468496), ('Adshares', 0.0478474507728262), ('Tokenlon Network Token', 0.046918322102237724), ('Electroneum', 0.0438708350752709), ('Utrust', 0.038274935188584776), ('Orbs', 0.03793794506641246), ('Chrono.tech', 0.03633267720798424), ('Cronos', 0.03478092533249706), ('CENNZnet', 0.03368264396282928), ('ABBC Coin', 0.03267394387645947), ('VeChain', 0.03167885198266392), ('Kunci Coin', 0.03102086298357593), ('Ambire AdEx', 0.03068883240050999), ('Binance USD', 0.030136373783754375), ('Pundi X (New)', 0.029858625764163746), ('Bitcoin SV', 0.024560808929437433), ('Bitcoin Cash', 0.023870397550225523), ('Streamr', 0.021349277953006614)]"
complex,"[('Bitcoin', 0.05059906386404339), ('Polymath', 0.03666735587798188), ('Keep3rV1', 0.033850305506549994), ('Cosmos', 0.02930368379171197), ('Streamr', 0.024656334395542236)]"
hot,"[('Holo', 0.16425293231935936), ('Bitcoin', 0.050527247758424064), ('OKB', 0.03441534491105535)]"
block,"[('Mina', 0.2574659399569748), ('Kaspa', 0.21883326035795078), ('PIVX', 0.18147726344118753), ('Qtum', 0.12426432040934313), ('Bitcoin SV', 0.1059078570154163), ('WAX', 0.09199414047445306), ('Zcash', 0.08594227652098645), ('Ethereum', 0.07752591106102251), ('Bitcoin Cash', 0.07624500503472185), ('Algorand', 0.07619680823537635), ('Stratis', 0.07376554045771098), ('Ravencoin', 0.07254028424780769), ('SushiSwap', 0.07215455408375007), ('Arweave', 0.06927766845429963), ('DigiByte', 0.06768881104655074), ('Chain', 0.0676655138179567), ('Litecoin', 0.0672854762595354), ('IoTeX', 0.06293629582197298), ('Dero', 0.05554838389433477), ('VITE', 0.05154638180209219), ('Bitcoin', 0.04897979372683976), ('Waves', 0.04881551688824897), ('Polygon', 0.0477998373798317), ('EOS', 0.047794901772715025), ('Groestlcoin', 0.04589027441526715), ('ABBC Coin', 0.04174584876725415), ('Velas', 0.040036273055304716), ('MonaCoin', 0.03701455130538166), ('Klaytn', 0.03697069621307952), ('Decred', 0.03517806566074045), ('Ethereum Classic', 0.034470185338132134), ('Dash', 0.03427454815078791), ('CENNZnet', 0.03227596046264088), ('Filecoin', 0.031525745701183584), ('XDC Network', 0.031134880264638162), ('NEAR Protocol', 0.03057055674179653), ('Steem', 0.03017121400958327), ('Ankr', 0.02838159083312654), ('Electroneum', 0.02802577572621851), ('Chia', 0.027871773843462698), ('Aavegotchi', 0.02757328834172822), ('WEMIX', 0.027035310162887558), ('Siacoin', 0.027018470995732263), ('Verge', 0.026480836805692808), ('Zilliqa', 0.026338949627174518), ('Divi', 0.02549545388872891), ('Ark', 0.02314360720700996)]"
cold,"[('Bitcoin', 0.04868984002011597), ('PIVX', 0.03987854524231686), ('OKB', 0.033163841536906644)]"
